inflected form,base form,number,gender,group,case,concat form
макрокінетиці,макрокінетика,1,f,inanim,L,макрокінетика1L
макрокінетико,макрокінетика,1,f,inanim,V,макрокінетика1V
героїзм,героїзм,1,m,inanim,N,героїзм1N
героїзму,героїзм,1,m,inanim,G,героїзм1G
героїзмові,героїзм,1,m,inanim,D,героїзм1D
героїзму,героїзм,1,m,inanim,D,героїзм1D
героїзм,героїзм,1,m,inanim,A,героїзм1A
героїзмом,героїзм,1,m,inanim,I,героїзм1I
героїзмі,героїзм,1,m,inanim,L,героїзм1L
героїзмові,героїзм,1,m,inanim,L,героїзм1L
героїзму,героїзм,1,m,inanim,L,героїзм1L
героїзме,героїзм,1,m,inanim,V,героїзм1V
героїзми,героїзм,2,m,inanim,N,героїзм2N
героїзмів,героїзм,2,m,inanim,G,героїзм2G
героїзмам,героїзм,2,m,inanim,D,героїзм2D
героїзми,героїзм,2,m,inanim,A,героїзм2A
героїзмами,героїзм,2,m,inanim,I,героїзм2I
героїзмах,героїзм,2,m,inanim,L,героїзм2L
героїзми,героїзм,2,m,inanim,V,героїзм2V
совок,совок,1,m,anim,N,совок1N
совка,совок,1,m,anim,G,совок1G
совкові,совок,1,m,anim,D,совок1D
совку,совок,1,m,anim,D,совок1D
совка,совок,1,m,anim,A,совок1A
совком,совок,1,m,anim,I,совок1I
совкові,совок,1,m,anim,L,совок1L
совку,совок,1,m,anim,L,совок1L
совку,совок,1,m,anim,V,совок1V
совки,совок,2,m,anim,N,совок2N
совків,совок,2,m,anim,G,совок2G
совкам,совок,2,m,anim,D,совок2D
совків,совок,2,m,anim,A,совок2A
совки,совок,2,m,anim,A,совок2A
совками,совок,2,m,anim,I,совок2I
совках,совок,2,m,anim,L,совок2L
совки,совок,2,m,anim,V,совок2V
совок,совок,1,m,inanim,N,совок1N
совка,совок,1,m,inanim,G,совок1G
совкові,совок,1,m,inanim,D,совок1D
совку,совок,1,m,inanim,D,совок1D
совок,совок,1,m,inanim,A,совок1A
совком,совок,1,m,inanim,I,совок1I
совкові,совок,1,m,inanim,L,совок1L
совку,совок,1,m,inanim,L,совок1L
совку,совок,1,m,inanim,V,совок1V
совки,совок,2,m,inanim,N,совок2N
совків,совок,2,m,inanim,G,совок2G
совкам,совок,2,m,inanim,D,совок2D
совки,совок,2,m,inanim,A,совок2A
совками,совок,2,m,inanim,I,совок2I
совках,совок,2,m,inanim,L,совок2L
совки,совок,2,m,inanim,V,совок2V
совок,совок,1,m,inanim,N,совок1N
совка,совок,1,m,inanim,G,совок1G
совку,совок,1,m,inanim,G,совок1G
совкові,совок,1,m,inanim,D,совок1D
совку,совок,1,m,inanim,D,совок1D
совок,совок,1,m,inanim,A,совок1A
совком,совок,1,m,inanim,I,совок1I
совкові,совок,1,m,inanim,L,совок1L
совку,совок,1,m,inanim,L,совок1L
совку,совок,1,m,inanim,V,совок1V
кулі,кулі,1,m,anim,N,кулі1N
кулі,кулі,1,m,anim,G,кулі1G
кулі,кулі,1,m,anim,D,кулі1D
кулі,кулі,1,m,anim,A,кулі1A
кулі,кулі,1,m,anim,I,кулі1I
кулі,кулі,1,m,anim,L,кулі1L
кулі,кулі,1,m,anim,V,кулі1V
сипкість,сипкість,1,f,inanim,N,сипкість1N
сипкості,сипкість,1,f,inanim,G,сипкість1G
сипкости,сипкість,1,f,inanim,G,сипкість1G
сипкості,сипкість,1,f,inanim,D,сипкість1D
сипкість,сипкість,1,f,inanim,A,сипкість1A
сипкістю,сипкість,1,f,inanim,I,сипкість1I
сипкості,сипкість,1,f,inanim,L,сипкість1L
сипкосте,сипкість,1,f,inanim,V,сипкість1V
зневласнення,зневласнення,1,n,inanim,N,зневласнення1N
зневласнення,зневласнення,1,n,inanim,G,зневласнення1G
зневласненню,зневласнення,1,n,inanim,D,зневласнення1D
зневласнення,зневласнення,1,n,inanim,A,зневласнення1A
зневласненням,зневласнення,1,n,inanim,I,зневласнення1I
зневласненні,зневласнення,1,n,inanim,L,зневласнення1L
зневласненню,зневласнення,1,n,inanim,L,зневласнення1L
зневласнення,зневласнення,1,n,inanim,V,зневласнення1V
портрет,портрет,1,m,inanim,N,портрет1N
портрета,портрет,1,m,inanim,G,портрет1G
портретові,портрет,1,m,inanim,D,портрет1D
портрету,портрет,1,m,inanim,D,портрет1D
портрет,портрет,1,m,inanim,A,портрет1A
портрета,портрет,1,m,inanim,A,портрет1A
портретом,портрет,1,m,inanim,I,портрет1I
портреті,портрет,1,m,inanim,L,портрет1L
портретові,портрет,1,m,inanim,L,портрет1L
портрету,портрет,1,m,inanim,L,портрет1L
портрете,портрет,1,m,inanim,V,портрет1V
портрети,портрет,2,m,inanim,N,портрет2N
портретів,портрет,2,m,inanim,G,портрет2G
портретам,портрет,2,m,inanim,D,портрет2D
портрети,портрет,2,m,inanim,A,портрет2A
портретами,портрет,2,m,inanim,I,портрет2I
портретах,портрет,2,m,inanim,L,портрет2L
портрети,портрет,2,m,inanim,V,портрет2V
волохань,волохань,1,m,anim,N,волохань1N
волоханя,волохань,1,m,anim,G,волохань1G
волоханеві,волохань,1,m,anim,D,волохань1D
волоханю,волохань,1,m,anim,D,волохань1D
волоханя,волохань,1,m,anim,A,волохань1A
волоханем,волохань,1,m,anim,I,волохань1I
волоханеві,волохань,1,m,anim,L,волохань1L
волохані,волохань,1,m,anim,L,волохань1L
волоханю,волохань,1,m,anim,L,волохань1L
волоханю,волохань,1,m,anim,V,волохань1V
волохані,волохань,2,m,anim,N,волохань2N
волоханів,волохань,2,m,anim,G,волохань2G
волоханям,волохань,2,m,anim,D,волохань2D
волоханів,волохань,2,m,anim,A,волохань2A
волохані,волохань,2,m,anim,A,волохань2A
волоханями,волохань,2,m,anim,I,волохань2I
волоханях,волохань,2,m,anim,L,волохань2L
волохані,волохань,2,m,anim,V,волохань2V
теоретичка,теоретичка,1,f,anim,N,теоретичка1N
теоретички,теоретичка,1,f,anim,G,теоретичка1G
теоретичці,теоретичка,1,f,anim,D,теоретичка1D
теоретичку,теоретичка,1,f,anim,A,теоретичка1A
теоретичкою,теоретичка,1,f,anim,I,теоретичка1I
теоретичці,теоретичка,1,f,anim,L,теоретичка1L
теоретичко,теоретичка,1,f,anim,V,теоретичка1V
теоретички,теоретичка,2,f,anim,N,теоретичка2N
теоретичок,теоретичка,2,f,anim,G,теоретичка2G
теоретичкам,теоретичка,2,f,anim,D,теоретичка2D
теоретичок,теоретичка,2,f,anim,A,теоретичка2A
теоретички,теоретичка,2,f,anim,A,теоретичка2A
теоретичками,теоретичка,2,f,anim,I,теоретичка2I
теоретичках,теоретичка,2,f,anim,L,теоретичка2L
теоретички,теоретичка,2,f,anim,V,теоретичка2V
перемащування,перемащування,1,n,inanim,N,перемащування1N
перемащування,перемащування,1,n,inanim,G,перемащування1G
перемащуванню,перемащування,1,n,inanim,D,перемащування1D
перемащування,перемащування,1,n,inanim,A,перемащування1A
перемащуванням,перемащування,1,n,inanim,I,перемащування1I
перемащуванні,перемащування,1,n,inanim,L,перемащування1L
перемащуванню,перемащування,1,n,inanim,L,перемащування1L
перемащування,перемащування,1,n,inanim,V,перемащування1V
одновіковість,одновіковість,1,f,inanim,N,одновіковість1N
одновіковості,одновіковість,1,f,inanim,G,одновіковість1G
одновіковости,одновіковість,1,f,inanim,G,одновіковість1G
одновіковості,одновіковість,1,f,inanim,D,одновіковість1D
одновіковість,одновіковість,1,f,inanim,A,одновіковість1A
одновіковістю,одновіковість,1,f,inanim,I,одновіковість1I
одновіковості,одновіковість,1,f,inanim,L,одновіковість1L
одновіковосте,одновіковість,1,f,inanim,V,одновіковість1V
підмодулятор,підмодулятор,1,m,inanim,N,підмодулятор1N
підмодулятора,підмодулятор,1,m,inanim,G,підмодулятор1G
підмодуляторові,підмодулятор,1,m,inanim,D,підмодулятор1D
підмодулятору,підмодулятор,1,m,inanim,D,підмодулятор1D
підмодулятор,підмодулятор,1,m,inanim,A,підмодулятор1A
підмодулятором,підмодулятор,1,m,inanim,I,підмодулятор1I
підмодуляторі,підмодулятор,1,m,inanim,L,підмодулятор1L
підмодуляторові,підмодулятор,1,m,inanim,L,підмодулятор1L
підмодулятору,підмодулятор,1,m,inanim,L,підмодулятор1L
підмодуляторе,підмодулятор,1,m,inanim,V,підмодулятор1V
підмодулятори,підмодулятор,2,m,inanim,N,підмодулятор2N
підмодуляторів,підмодулятор,2,m,inanim,G,підмодулятор2G
підмодуляторам,підмодулятор,2,m,inanim,D,підмодулятор2D
підмодулятори,підмодулятор,2,m,inanim,A,підмодулятор2A
підмодуляторами,підмодулятор,2,m,inanim,I,підмодулятор2I
підмодуляторах,підмодулятор,2,m,inanim,L,підмодулятор2L
підмодулятори,підмодулятор,2,m,inanim,V,підмодулятор2V
жерстянка,жерстянка,1,f,inanim,N,жерстянка1N
жерстянки,жерстянка,1,f,inanim,G,жерстянка1G
жерстянці,жерстянка,1,f,inanim,D,жерстянка1D
жерстянку,жерстянка,1,f,inanim,A,жерстянка1A
жерстянкою,жерстянка,1,f,inanim,I,жерстянка1I
жерстянці,жерстянка,1,f,inanim,L,жерстянка1L
жерстянко,жерстянка,1,f,inanim,V,жерстянка1V
жерстянки,жерстянка,2,f,inanim,N,жерстянка2N
жерстянок,жерстянка,2,f,inanim,G,жерстянка2G
жерстянкам,жерстянка,2,f,inanim,D,жерстянка2D
жерстянки,жерстянка,2,f,inanim,A,жерстянка2A
жерстянками,жерстянка,2,f,inanim,I,жерстянка2I
жерстянках,жерстянка,2,f,inanim,L,жерстянка2L
жерстянки,жерстянка,2,f,inanim,V,жерстянка2V
каудекс,каудекс,1,m,inanim,N,каудекс1N
каудексу,каудекс,1,m,inanim,G,каудекс1G
каудексові,каудекс,1,m,inanim,D,каудекс1D
каудексу,каудекс,1,m,inanim,D,каудекс1D
каудекс,каудекс,1,m,inanim,A,каудекс1A
каудексом,каудекс,1,m,inanim,I,каудекс1I
каудексі,каудекс,1,m,inanim,L,каудекс1L
каудексові,каудекс,1,m,inanim,L,каудекс1L
каудексу,каудекс,1,m,inanim,L,каудекс1L
каудексе,каудекс,1,m,inanim,V,каудекс1V
каудекси,каудекс,2,m,inanim,N,каудекс2N
каудексів,каудекс,2,m,inanim,G,каудекс2G
каудексам,каудекс,2,m,inanim,D,каудекс2D
каудекси,каудекс,2,m,inanim,A,каудекс2A
каудексами,каудекс,2,m,inanim,I,каудекс2I
каудексах,каудекс,2,m,inanim,L,каудекс2L
каудекси,каудекс,2,m,inanim,V,каудекс2V
сніготанення,сніготанення,1,n,inanim,N,сніготанення1N
сніготанення,сніготанення,1,n,inanim,G,сніготанення1G
сніготаненню,сніготанення,1,n,inanim,D,сніготанення1D
сніготанення,сніготанення,1,n,inanim,A,сніготанення1A
сніготаненням,сніготанення,1,n,inanim,I,сніготанення1I
сніготаненні,сніготанення,1,n,inanim,L,сніготанення1L
сніготаненню,сніготанення,1,n,inanim,L,сніготанення1L
сніготанення,сніготанення,1,n,inanim,V,сніготанення1V
сніготанення,сніготанення,2,n,inanim,N,сніготанення2N
сніготанень,сніготанення,2,n,inanim,G,сніготанення2G
сніготаненням,сніготанення,2,n,inanim,D,сніготанення2D
сніготанення,сніготанення,2,n,inanim,A,сніготанення2A
сніготаненнями,сніготанення,2,n,inanim,I,сніготанення2I
сніготаненнях,сніготанення,2,n,inanim,L,сніготанення2L
сніготанення,сніготанення,2,n,inanim,V,сніготанення2V
експліцитність,експліцитність,1,f,inanim,N,експліцитність1N
експліцитності,експліцитність,1,f,inanim,G,експліцитність1G
експліцитности,експліцитність,1,f,inanim,G,експліцитність1G
експліцитності,експліцитність,1,f,inanim,D,експліцитність1D
експліцитність,експліцитність,1,f,inanim,A,експліцитність1A
експліцитністю,експліцитність,1,f,inanim,I,експліцитність1I
експліцитності,експліцитність,1,f,inanim,L,експліцитність1L
експліцитносте,експліцитність,1,f,inanim,V,експліцитність1V
мікрограм,мікрограм,1,m,inanim,N,мікрограм1N
мікрограма,мікрограм,1,m,inanim,G,мікрограм1G
мікрограмові,мікрограм,1,m,inanim,D,мікрограм1D
мікрограму,мікрограм,1,m,inanim,D,мікрограм1D
мікрограм,мікрограм,1,m,inanim,A,мікрограм1A
мікрограмом,мікрограм,1,m,inanim,I,мікрограм1I
мікрограмі,мікрограм,1,m,inanim,L,мікрограм1L
мікрограмові,мікрограм,1,m,inanim,L,мікрограм1L
мікрограму,мікрограм,1,m,inanim,L,мікрограм1L
мікрограме,мікрограм,1,m,inanim,V,мікрограм1V
мікрограми,мікрограм,2,m,inanim,N,мікрограм2N
мікрограмів,мікрограм,2,m,inanim,G,мікрограм2G
мікрограмам,мікрограм,2,m,inanim,D,мікрограм2D
мікрограми,мікрограм,2,m,inanim,A,мікрограм2A
мікрограмами,мікрограм,2,m,inanim,I,мікрограм2I
мікрограмах,мікрограм,2,m,inanim,L,мікрограм2L
мікрограми,мікрограм,2,m,inanim,V,мікрограм2V
старенький,старенький,1,m,anim,N,старенький1N
старенького,старенький,1,m,anim,G,старенький1G
старенькому,старенький,1,m,anim,D,старенький1D
старенького,старенький,1,m,anim,A,старенький1A
стареньким,старенький,1,m,anim,I,старенький1I
старенькім,старенький,1,m,anim,L,старенький1L
старенькому,старенький,1,m,anim,L,старенький1L
старенький,старенький,1,m,anim,V,старенький1V
старенька,старенький,1,f,anim,N,старенький1N
старенької,старенький,1,f,anim,G,старенький1G
старенькій,старенький,1,f,anim,D,старенький1D
стареньку,старенький,1,f,anim,A,старенький1A
старенькою,старенький,1,f,anim,I,старенький1I
старенькій,старенький,1,f,anim,L,старенький1L
старенька,старенький,1,f,anim,V,старенький1V
старенькі,старенький,2,f,anim,N,старенький2N
стареньких,старенький,2,f,anim,G,старенький2G
стареньким,старенький,2,f,anim,D,старенький2D
стареньких,старенький,2,f,anim,A,старенький2A
старенькі,старенький,2,f,anim,A,старенький2A
старенькими,старенький,2,f,anim,I,старенький2I
стареньких,старенький,2,f,anim,L,старенький2L
старенькі,старенький,2,f,anim,V,старенький2V
жереб'я,жереб'я,1,n,anim,N,жереб'я1N
жереб'яти,жереб'я,1,n,anim,G,жереб'я1G
жереб'яті,жереб'я,1,n,anim,D,жереб'я1D
жереб'я,жереб'я,1,n,anim,A,жереб'я1A
жереб'ям,жереб'я,1,n,anim,I,жереб'я1I
жереб'яті,жереб'я,1,n,anim,L,жереб'я1L
жереб'я,жереб'я,1,n,anim,V,жереб'я1V
жереб'ята,жереб'я,2,n,anim,N,жереб'я2N
жереб'ят,жереб'я,2,n,anim,G,жереб'я2G
жереб'ятам,жереб'я,2,n,anim,D,жереб'я2D
жереб'ят,жереб'я,2,n,anim,A,жереб'я2A
жереб'ята,жереб'я,2,n,anim,A,жереб'я2A
жереб'ятами,жереб'я,2,n,anim,I,жереб'я2I
жереб'ятах,жереб'я,2,n,anim,L,жереб'я2L
жереб'ята,жереб'я,2,n,anim,V,жереб'я2V
українофобія,українофобія,1,f,inanim,N,українофобія1N
українофобії,українофобія,1,f,inanim,G,українофобія1G
українофобії,українофобія,1,f,inanim,D,українофобія1D
українофобію,українофобія,1,f,inanim,A,українофобія1A
українофобією,українофобія,1,f,inanim,I,українофобія1I
українофобії,українофобія,1,f,inanim,L,українофобія1L
українофобіє,українофобія,1,f,inanim,V,українофобія1V
перебіжник,перебіжник,1,m,anim,N,перебіжник1N
перебіжника,перебіжник,1,m,anim,G,перебіжник1G
перебіжникові,перебіжник,1,m,anim,D,перебіжник1D
перебіжнику,перебіжник,1,m,anim,D,перебіжник1D
перебіжника,перебіжник,1,m,anim,A,перебіжник1A
перебіжником,перебіжник,1,m,anim,I,перебіжник1I
перебіжникові,перебіжник,1,m,anim,L,перебіжник1L
перебіжнику,перебіжник,1,m,anim,L,перебіжник1L
перебіжнику,перебіжник,1,m,anim,V,перебіжник1V
перебіжники,перебіжник,2,m,anim,N,перебіжник2N
перебіжників,перебіжник,2,m,anim,G,перебіжник2G
перебіжникам,перебіжник,2,m,anim,D,перебіжник2D
перебіжників,перебіжник,2,m,anim,A,перебіжник2A
перебіжники,перебіжник,2,m,anim,A,перебіжник2A
перебіжниками,перебіжник,2,m,anim,I,перебіжник2I
перебіжниках,перебіжник,2,m,anim,L,перебіжник2L
перебіжники,перебіжник,2,m,anim,V,перебіжник2V
перепоховання,перепоховання,1,n,inanim,N,перепоховання1N
перепоховання,перепоховання,1,n,inanim,G,перепоховання1G
перепохованню,перепоховання,1,n,inanim,D,перепоховання1D
перепоховання,перепоховання,1,n,inanim,A,перепоховання1A
перепохованням,перепоховання,1,n,inanim,I,перепоховання1I
перепохованні,перепоховання,1,n,inanim,L,перепоховання1L
перепохованню,перепоховання,1,n,inanim,L,перепоховання1L
перепоховання,перепоховання,1,n,inanim,V,перепоховання1V
перепоховання,перепоховання,2,n,inanim,N,перепоховання2N
перепоховань,перепоховання,2,n,inanim,G,перепоховання2G
перепохованням,перепоховання,2,n,inanim,D,перепоховання2D
перепоховання,перепоховання,2,n,inanim,A,перепоховання2A
перепохованнями,перепоховання,2,n,inanim,I,перепоховання2I
перепохованнях,перепоховання,2,n,inanim,L,перепоховання2L
перепоховання,перепоховання,2,n,inanim,V,перепоховання2V
обжитість,обжитість,1,f,inanim,N,обжитість1N
обжитості,обжитість,1,f,inanim,G,обжитість1G
обжитости,обжитість,1,f,inanim,G,обжитість1G
обжитості,обжитість,1,f,inanim,D,обжитість1D
обжитість,обжитість,1,f,inanim,A,обжитість1A
обжитістю,обжитість,1,f,inanim,I,обжитість1I
обжитості,обжитість,1,f,inanim,L,обжитість1L
обжитосте,обжитість,1,f,inanim,V,обжитість1V
гладіолус,гладіолус,1,m,inanim,N,гладіолус1N
гладіолуса,гладіолус,1,m,inanim,G,гладіолус1G
гладіолусові,гладіолус,1,m,inanim,D,гладіолус1D
гладіолусу,гладіолус,1,m,inanim,D,гладіолус1D
гладіолус,гладіолус,1,m,inanim,A,гладіолус1A
гладіолусом,гладіолус,1,m,inanim,I,гладіолус1I
гладіолусі,гладіолус,1,m,inanim,L,гладіолус1L
гладіолусові,гладіолус,1,m,inanim,L,гладіолус1L
гладіолусу,гладіолус,1,m,inanim,L,гладіолус1L
гладіолусе,гладіолус,1,m,inanim,V,гладіолус1V
гладіолуси,гладіолус,2,m,inanim,N,гладіолус2N
гладіолусів,гладіолус,2,m,inanim,G,гладіолус2G
гладіолусам,гладіолус,2,m,inanim,D,гладіолус2D
гладіолуси,гладіолус,2,m,inanim,A,гладіолус2A
гладіолусами,гладіолус,2,m,inanim,I,гладіолус2I
гладіолусах,гладіолус,2,m,inanim,L,гладіолус2L
гладіолуси,гладіолус,2,m,inanim,V,гладіолус2V
угадник,угадник,1,m,anim,N,угадник1N
угадника,угадник,1,m,anim,G,угадник1G
угадникові,угадник,1,m,anim,D,угадник1D
угаднику,угадник,1,m,anim,D,угадник1D
угадника,угадник,1,m,anim,A,угадник1A
угадником,угадник,1,m,anim,I,угадник1I
угадникові,угадник,1,m,anim,L,угадник1L
угаднику,угадник,1,m,anim,L,угадник1L
угаднику,угадник,1,m,anim,V,угадник1V
угадники,угадник,2,m,anim,N,угадник2N
угадників,угадник,2,m,anim,G,угадник2G
угадникам,угадник,2,m,anim,D,угадник2D
угадників,угадник,2,m,anim,A,угадник2A
угадники,угадник,2,m,anim,A,угадник2A
угадниками,угадник,2,m,anim,I,угадник2I
угадниках,угадник,2,m,anim,L,угадник2L
угадники,угадник,2,m,anim,V,угадник2V
непримиренність,непримиренність,1,f,inanim,N,непримиренність1N
непримиренності,непримиренність,1,f,inanim,G,непримиренність1G
непримиренности,непримиренність,1,f,inanim,G,непримиренність1G
непримиренності,непримиренність,1,f,inanim,D,непримиренність1D
непримиренність,непримиренність,1,f,inanim,A,непримиренність1A
непримиренністю,непримиренність,1,f,inanim,I,непримиренність1I
непримиренності,непримиренність,1,f,inanim,L,непримиренність1L
непримиренносте,непримиренність,1,f,inanim,V,непримиренність1V
мікромагнетометр,мікромагнетометр,1,m,inanim,N,мікромагнетометр1N
мікромагнетометра,мікромагнетометр,1,m,inanim,G,мікромагнетометр1G
мікромагнетометрові,мікромагнетометр,1,m,inanim,D,мікромагнетометр1D
мікромагнетометру,мікромагнетометр,1,m,inanim,D,мікромагнетометр1D
мікромагнетометр,мікромагнетометр,1,m,inanim,A,мікромагнетометр1A
мікромагнетометром,мікромагнетометр,1,m,inanim,I,мікромагнетометр1I
мікромагнетометрі,мікромагнетометр,1,m,inanim,L,мікромагнетометр1L
мікромагнетометрові,мікромагнетометр,1,m,inanim,L,мікромагнетометр1L
мікромагнетометру,мікромагнетометр,1,m,inanim,L,мікромагнетометр1L
мікромагнетометре,мікромагнетометр,1,m,inanim,V,мікромагнетометр1V
мікромагнетометри,мікромагнетометр,2,m,inanim,N,мікромагнетометр2N
мікромагнетометрів,мікромагнетометр,2,m,inanim,G,мікромагнетометр2G
мікромагнетометрам,мікромагнетометр,2,m,inanim,D,мікромагнетометр2D
мікромагнетометри,мікромагнетометр,2,m,inanim,A,мікромагнетометр2A
мікромагнетометрами,мікромагнетометр,2,m,inanim,I,мікромагнетометр2I
мікромагнетометрах,мікромагнетометр,2,m,inanim,L,мікромагнетометр2L
мікромагнетометри,мікромагнетометр,2,m,inanim,V,мікромагнетометр2V
порноіндустрія,порноіндустрія,1,f,inanim,N,порноіндустрія1N
порноіндустрії,порноіндустрія,1,f,inanim,G,порноіндустрія1G
порноіндустрії,порноіндустрія,1,f,inanim,D,порноіндустрія1D
порноіндустрію,порноіндустрія,1,f,inanim,A,порноіндустрія1A
порноіндустрією,порноіндустрія,1,f,inanim,I,порноіндустрія1I
порноіндустрії,порноіндустрія,1,f,inanim,L,порноіндустрія1L
порноіндустріє,порноіндустрія,1,f,inanim,V,порноіндустрія1V
агроконсультант,агроконсультант,1,m,anim,N,агроконсультант1N
агроконсультанта,агроконсультант,1,m,anim,G,агроконсультант1G
агроконсультантові,агроконсультант,1,m,anim,D,агроконсультант1D
агроконсультанту,агроконсультант,1,m,anim,D,агроконсультант1D
агроконсультанта,агроконсультант,1,m,anim,A,агроконсультант1A
агроконсультантом,агроконсультант,1,m,anim,I,агроконсультант1I
агроконсультанті,агроконсультант,1,m,anim,L,агроконсультант1L
агроконсультантові,агроконсультант,1,m,anim,L,агроконсультант1L
агроконсультанту,агроконсультант,1,m,anim,L,агроконсультант1L
агроконсультанте,агроконсультант,1,m,anim,V,агроконсультант1V
агроконсультанти,агроконсультант,2,m,anim,N,агроконсультант2N
агроконсультантів,агроконсультант,2,m,anim,G,агроконсультант2G
агроконсультантам,агроконсультант,2,m,anim,D,агроконсультант2D
агроконсультантів,агроконсультант,2,m,anim,A,агроконсультант2A
агроконсультанти,агроконсультант,2,m,anim,A,агроконсультант2A
агроконсультантами,агроконсультант,2,m,anim,I,агроконсультант2I
агроконсультантах,агроконсультант,2,m,anim,L,агроконсультант2L
агроконсультанти,агроконсультант,2,m,anim,V,агроконсультант2V
малонебезпечність,малонебезпечність,1,f,inanim,N,малонебезпечність1N
малонебезпечності,малонебезпечність,1,f,inanim,G,малонебезпечність1G
малонебезпечности,малонебезпечність,1,f,inanim,G,малонебезпечність1G
малонебезпечності,малонебезпечність,1,f,inanim,D,малонебезпечність1D
малонебезпечність,малонебезпечність,1,f,inanim,A,малонебезпечність1A
малонебезпечністю,малонебезпечність,1,f,inanim,I,малонебезпечність1I
малонебезпечності,малонебезпечність,1,f,inanim,L,малонебезпечність1L
малонебезпечносте,малонебезпечність,1,f,inanim,V,малонебезпечність1V
компрадорство,компрадорство,1,n,inanim,N,компрадорство1N
компрадорства,компрадорство,1,n,inanim,G,компрадорство1G
компрадорству,компрадорство,1,n,inanim,D,компрадорство1D
компрадорство,компрадорство,1,n,inanim,A,компрадорство1A
компрадорством,компрадорство,1,n,inanim,I,компрадорство1I
компрадорстві,компрадорство,1,n,inanim,L,компрадорство1L
компрадорству,компрадорство,1,n,inanim,L,компрадорство1L
компрадорство,компрадорство,1,n,inanim,V,компрадорство1V
гіпероптимізм,гіпероптимізм,1,m,inanim,N,гіпероптимізм1N
гіпероптимізму,гіпероптимізм,1,m,inanim,G,гіпероптимізм1G
гіпероптимізмові,гіпероптимізм,1,m,inanim,D,гіпероптимізм1D
гіпероптимізму,гіпероптимізм,1,m,inanim,D,гіпероптимізм1D
гіпероптимізм,гіпероптимізм,1,m,inanim,A,гіпероптимізм1A
гіпероптимізмом,гіпероптимізм,1,m,inanim,I,гіпероптимізм1I
гіпероптимізмі,гіпероптимізм,1,m,inanim,L,гіпероптимізм1L
гіпероптимізмові,гіпероптимізм,1,m,inanim,L,гіпероптимізм1L
гіпероптимізму,гіпероптимізм,1,m,inanim,L,гіпероптимізм1L
гіпероптимізме,гіпероптимізм,1,m,inanim,V,гіпероптимізм1V
пінгвіненя,пінгвіненя,1,n,anim,N,пінгвіненя1N
пінгвіненяти,пінгвіненя,1,n,anim,G,пінгвіненя1G
пінгвіненяті,пінгвіненя,1,n,anim,D,пінгвіненя1D
пінгвіненя,пінгвіненя,1,n,anim,A,пінгвіненя1A
пінгвіненям,пінгвіненя,1,n,anim,I,пінгвіненя1I
пінгвіненяті,пінгвіненя,1,n,anim,L,пінгвіненя1L
пінгвіненя,пінгвіненя,1,n,anim,V,пінгвіненя1V
пінгвіненята,пінгвіненя,2,n,anim,N,пінгвіненя2N
пінгвіненят,пінгвіненя,2,n,anim,G,пінгвіненя2G
пінгвіненятам,пінгвіненя,2,n,anim,D,пінгвіненя2D
пінгвіненят,пінгвіненя,2,n,anim,A,пінгвіненя2A
пінгвіненята,пінгвіненя,2,n,anim,A,пінгвіненя2A
пінгвіненятами,пінгвіненя,2,n,anim,I,пінгвіненя2I
пінгвіненятах,пінгвіненя,2,n,anim,L,пінгвіненя2L
пінгвіненята,пінгвіненя,2,n,anim,V,пінгвіненя2V
пострах,пострах,1,m,inanim,N,пострах1N
постраху,пострах,1,m,inanim,G,пострах1G
пострахові,пострах,1,m,inanim,D,пострах1D
постраху,пострах,1,m,inanim,D,пострах1D
пострах,пострах,1,m,inanim,A,пострах1A
пострахом,пострах,1,m,inanim,I,пострах1I
пострахові,пострах,1,m,inanim,L,пострах1L
постраху,пострах,1,m,inanim,L,пострах1L
постраху,пострах,1,m,inanim,V,пострах1V
пострахи,пострах,2,m,inanim,N,пострах2N
пострахів,пострах,2,m,inanim,G,пострах2G
пострахам,пострах,2,m,inanim,D,пострах2D
пострахи,пострах,2,m,inanim,A,пострах2A
пострахами,пострах,2,m,inanim,I,пострах2I
пострахах,пострах,2,m,inanim,L,пострах2L
пострахи,пострах,2,m,inanim,V,пострах2V
лонгселер,лонгселер,1,m,inanim,N,лонгселер1N
лонгселера,лонгселер,1,m,inanim,G,лонгселер1G
лонгселерові,лонгселер,1,m,inanim,D,лонгселер1D
лонгселеру,лонгселер,1,m,inanim,D,лонгселер1D
лонгселер,лонгселер,1,m,inanim,A,лонгселер1A
лонгселером,лонгселер,1,m,inanim,I,лонгселер1I
лонгселері,лонгселер,1,m,inanim,L,лонгселер1L
лонгселерові,лонгселер,1,m,inanim,L,лонгселер1L
лонгселеру,лонгселер,1,m,inanim,L,лонгселер1L
лонгселере,лонгселер,1,m,inanim,V,лонгселер1V
лонгселери,лонгселер,2,m,inanim,N,лонгселер2N
лонгселерів,лонгселер,2,m,inanim,G,лонгселер2G
лонгселерам,лонгселер,2,m,inanim,D,лонгселер2D
лонгселери,лонгселер,2,m,inanim,A,лонгселер2A
лонгселерами,лонгселер,2,m,inanim,I,лонгселер2I
лонгселерах,лонгселер,2,m,inanim,L,лонгселер2L
лонгселери,лонгселер,2,m,inanim,V,лонгселер2V
бригадирство,бригадирство,1,n,inanim,N,бригадирство1N
бригадирства,бригадирство,1,n,inanim,G,бригадирство1G
бригадирству,бригадирство,1,n,inanim,D,бригадирство1D
