inflected form,base form,number,gender,group,case,concat form
газовідводе,газовідвід,1,m,inanim,V,газовідвід1V
газовідводи,газовідвід,2,m,inanim,N,газовідвід2N
газовідводів,газовідвід,2,m,inanim,G,газовідвід2G
газовідводам,газовідвід,2,m,inanim,D,газовідвід2D
газовідводи,газовідвід,2,m,inanim,A,газовідвід2A
газовідводами,газовідвід,2,m,inanim,I,газовідвід2I
газовідводах,газовідвід,2,m,inanim,L,газовідвід2L
газовідводи,газовідвід,2,m,inanim,V,газовідвід2V
катавасія,катавасія,1,f,inanim,N,катавасія1N
катавасії,катавасія,1,f,inanim,G,катавасія1G
катавасії,катавасія,1,f,inanim,D,катавасія1D
катавасію,катавасія,1,f,inanim,A,катавасія1A
катавасією,катавасія,1,f,inanim,I,катавасія1I
катавасії,катавасія,1,f,inanim,L,катавасія1L
катавасіє,катавасія,1,f,inanim,V,катавасія1V
катавасії,катавасія,2,f,inanim,N,катавасія2N
катавасій,катавасія,2,f,inanim,G,катавасія2G
катавасіям,катавасія,2,f,inanim,D,катавасія2D
катавасії,катавасія,2,f,inanim,A,катавасія2A
катавасіями,катавасія,2,f,inanim,I,катавасія2I
катавасіях,катавасія,2,f,inanim,L,катавасія2L
катавасії,катавасія,2,f,inanim,V,катавасія2V
загнання,загнання,1,n,inanim,N,загнання1N
загнання,загнання,1,n,inanim,G,загнання1G
загнанню,загнання,1,n,inanim,D,загнання1D
загнання,загнання,1,n,inanim,A,загнання1A
загнанням,загнання,1,n,inanim,I,загнання1I
загнанні,загнання,1,n,inanim,L,загнання1L
загнанню,загнання,1,n,inanim,L,загнання1L
загнання,загнання,1,n,inanim,V,загнання1V
п'ятисотліття,п'ятисотліття,1,n,inanim,N,п'ятисотліття1N
п'ятисотліття,п'ятисотліття,1,n,inanim,G,п'ятисотліття1G
п'ятисотліттю,п'ятисотліття,1,n,inanim,D,п'ятисотліття1D
п'ятисотліття,п'ятисотліття,1,n,inanim,A,п'ятисотліття1A
п'ятисотліттям,п'ятисотліття,1,n,inanim,I,п'ятисотліття1I
п'ятисотлітті,п'ятисотліття,1,n,inanim,L,п'ятисотліття1L
п'ятисотліттю,п'ятисотліття,1,n,inanim,L,п'ятисотліття1L
п'ятисотліття,п'ятисотліття,1,n,inanim,V,п'ятисотліття1V
сипуха,сипуха,1,f,anim,N,сипуха1N
сипухи,сипуха,1,f,anim,G,сипуха1G
сипусі,сипуха,1,f,anim,D,сипуха1D
сипуху,сипуха,1,f,anim,A,сипуха1A
сипухою,сипуха,1,f,anim,I,сипуха1I
сипусі,сипуха,1,f,anim,L,сипуха1L
сипухо,сипуха,1,f,anim,V,сипуха1V
сипухи,сипуха,2,f,anim,N,сипуха2N
сипух,сипуха,2,f,anim,G,сипуха2G
сипухам,сипуха,2,f,anim,D,сипуха2D
сипух,сипуха,2,f,anim,A,сипуха2A
сипухи,сипуха,2,f,anim,A,сипуха2A
сипухами,сипуха,2,f,anim,I,сипуха2I
сипухах,сипуха,2,f,anim,L,сипуха2L
сипухи,сипуха,2,f,anim,V,сипуха2V
спантеличення,спантеличення,1,n,inanim,N,спантеличення1N
спантеличення,спантеличення,1,n,inanim,G,спантеличення1G
спантеличенню,спантеличення,1,n,inanim,D,спантеличення1D
спантеличення,спантеличення,1,n,inanim,A,спантеличення1A
спантеличенням,спантеличення,1,n,inanim,I,спантеличення1I
спантеличенні,спантеличення,1,n,inanim,L,спантеличення1L
спантеличенню,спантеличення,1,n,inanim,L,спантеличення1L
спантеличення,спантеличення,1,n,inanim,V,спантеличення1V
нормалізатор,нормалізатор,1,m,inanim,N,нормалізатор1N
нормалізатора,нормалізатор,1,m,inanim,G,нормалізатор1G
нормалізаторові,нормалізатор,1,m,inanim,D,нормалізатор1D
нормалізатору,нормалізатор,1,m,inanim,D,нормалізатор1D
нормалізатор,нормалізатор,1,m,inanim,A,нормалізатор1A
нормалізатором,нормалізатор,1,m,inanim,I,нормалізатор1I
нормалізаторі,нормалізатор,1,m,inanim,L,нормалізатор1L
нормалізаторові,нормалізатор,1,m,inanim,L,нормалізатор1L
нормалізатору,нормалізатор,1,m,inanim,L,нормалізатор1L
нормалізаторе,нормалізатор,1,m,inanim,V,нормалізатор1V
нормалізатори,нормалізатор,2,m,inanim,N,нормалізатор2N
нормалізаторів,нормалізатор,2,m,inanim,G,нормалізатор2G
нормалізаторам,нормалізатор,2,m,inanim,D,нормалізатор2D
нормалізатори,нормалізатор,2,m,inanim,A,нормалізатор2A
нормалізаторами,нормалізатор,2,m,inanim,I,нормалізатор2I
нормалізаторах,нормалізатор,2,m,inanim,L,нормалізатор2L
нормалізатори,нормалізатор,2,m,inanim,V,нормалізатор2V
висококомфортабельність,висококомфортабельність,1,f,inanim,N,висококомфортабельність1N
висококомфортабельності,висококомфортабельність,1,f,inanim,G,висококомфортабельність1G
висококомфортабельности,висококомфортабельність,1,f,inanim,G,висококомфортабельність1G
висококомфортабельності,висококомфортабельність,1,f,inanim,D,висококомфортабельність1D
висококомфортабельність,висококомфортабельність,1,f,inanim,A,висококомфортабельність1A
висококомфортабельністю,висококомфортабельність,1,f,inanim,I,висококомфортабельність1I
висококомфортабельності,висококомфортабельність,1,f,inanim,L,висококомфортабельність1L
висококомфортабельносте,висококомфортабельність,1,f,inanim,V,висококомфортабельність1V
кібер-захист,кібер-захист,1,m,inanim,N,кібер-захист1N
кібер-захисту,кібер-захист,1,m,inanim,G,кібер-захист1G
кібер-захистові,кібер-захист,1,m,inanim,D,кібер-захист1D
кібер-захисту,кібер-захист,1,m,inanim,D,кібер-захист1D
кібер-захист,кібер-захист,1,m,inanim,A,кібер-захист1A
кібер-захистом,кібер-захист,1,m,inanim,I,кібер-захист1I
кібер-захисті,кібер-захист,1,m,inanim,L,кібер-захист1L
кібер-захистові,кібер-захист,1,m,inanim,L,кібер-захист1L
кібер-захисту,кібер-захист,1,m,inanim,L,кібер-захист1L
кібер-захисте,кібер-захист,1,m,inanim,V,кібер-захист1V
однозарядність,однозарядність,1,f,inanim,N,однозарядність1N
однозарядності,однозарядність,1,f,inanim,G,однозарядність1G
однозарядности,однозарядність,1,f,inanim,G,однозарядність1G
однозарядності,однозарядність,1,f,inanim,D,однозарядність1D
однозарядність,однозарядність,1,f,inanim,A,однозарядність1A
однозарядністю,однозарядність,1,f,inanim,I,однозарядність1I
однозарядності,однозарядність,1,f,inanim,L,однозарядність1L
однозарядносте,однозарядність,1,f,inanim,V,однозарядність1V
прорубування,прорубування,1,n,inanim,N,прорубування1N
прорубування,прорубування,1,n,inanim,G,прорубування1G
прорубуванню,прорубування,1,n,inanim,D,прорубування1D
прорубування,прорубування,1,n,inanim,A,прорубування1A
прорубуванням,прорубування,1,n,inanim,I,прорубування1I
прорубуванні,прорубування,1,n,inanim,L,прорубування1L
прорубуванню,прорубування,1,n,inanim,L,прорубування1L
прорубування,прорубування,1,n,inanim,V,прорубування1V
псевдопатріот,псевдопатріот,1,m,anim,N,псевдопатріот1N
псевдопатріота,псевдопатріот,1,m,anim,G,псевдопатріот1G
псевдопатріотові,псевдопатріот,1,m,anim,D,псевдопатріот1D
псевдопатріоту,псевдопатріот,1,m,anim,D,псевдопатріот1D
псевдопатріота,псевдопатріот,1,m,anim,A,псевдопатріот1A
псевдопатріотом,псевдопатріот,1,m,anim,I,псевдопатріот1I
псевдопатріоті,псевдопатріот,1,m,anim,L,псевдопатріот1L
псевдопатріотові,псевдопатріот,1,m,anim,L,псевдопатріот1L
псевдопатріоту,псевдопатріот,1,m,anim,L,псевдопатріот1L
псевдопатріоте,псевдопатріот,1,m,anim,V,псевдопатріот1V
псевдопатріоти,псевдопатріот,2,m,anim,N,псевдопатріот2N
псевдопатріотів,псевдопатріот,2,m,anim,G,псевдопатріот2G
псевдопатріотам,псевдопатріот,2,m,anim,D,псевдопатріот2D
псевдопатріотів,псевдопатріот,2,m,anim,A,псевдопатріот2A
псевдопатріоти,псевдопатріот,2,m,anim,A,псевдопатріот2A
псевдопатріотами,псевдопатріот,2,m,anim,I,псевдопатріот2I
псевдопатріотах,псевдопатріот,2,m,anim,L,псевдопатріот2L
псевдопатріоти,псевдопатріот,2,m,anim,V,псевдопатріот2V
шрамування,шрамування,1,n,inanim,N,шрамування1N
шрамування,шрамування,1,n,inanim,G,шрамування1G
шрамуванню,шрамування,1,n,inanim,D,шрамування1D
шрамування,шрамування,1,n,inanim,A,шрамування1A
шрамуванням,шрамування,1,n,inanim,I,шрамування1I
шрамуванні,шрамування,1,n,inanim,L,шрамування1L
шрамуванню,шрамування,1,n,inanim,L,шрамування1L
шрамування,шрамування,1,n,inanim,V,шрамування1V
хрупіт,хрупіт,1,m,inanim,N,хрупіт1N
хрупоту,хрупіт,1,m,inanim,G,хрупіт1G
хрупотові,хрупіт,1,m,inanim,D,хрупіт1D
хрупоту,хрупіт,1,m,inanim,D,хрупіт1D
хрупіт,хрупіт,1,m,inanim,A,хрупіт1A
хрупотом,хрупіт,1,m,inanim,I,хрупіт1I
хрупоті,хрупіт,1,m,inanim,L,хрупіт1L
хрупотові,хрупіт,1,m,inanim,L,хрупіт1L
хрупоту,хрупіт,1,m,inanim,L,хрупіт1L
хрупоте,хрупіт,1,m,inanim,V,хрупіт1V
металодетектор,металодетектор,1,m,inanim,N,металодетектор1N
металодетектора,металодетектор,1,m,inanim,G,металодетектор1G
металодетекторові,металодетектор,1,m,inanim,D,металодетектор1D
металодетектору,металодетектор,1,m,inanim,D,металодетектор1D
металодетектор,металодетектор,1,m,inanim,A,металодетектор1A
металодетектором,металодетектор,1,m,inanim,I,металодетектор1I
металодетекторі,металодетектор,1,m,inanim,L,металодетектор1L
металодетекторові,металодетектор,1,m,inanim,L,металодетектор1L
металодетектору,металодетектор,1,m,inanim,L,металодетектор1L
металодетекторе,металодетектор,1,m,inanim,V,металодетектор1V
металодетектори,металодетектор,2,m,inanim,N,металодетектор2N
металодетекторів,металодетектор,2,m,inanim,G,металодетектор2G
металодетекторам,металодетектор,2,m,inanim,D,металодетектор2D
металодетектори,металодетектор,2,m,inanim,A,металодетектор2A
металодетекторами,металодетектор,2,m,inanim,I,металодетектор2I
металодетекторах,металодетектор,2,m,inanim,L,металодетектор2L
металодетектори,металодетектор,2,m,inanim,V,металодетектор2V
наратолог,наратолог,1,m,anim,N,наратолог1N
наратолога,наратолог,1,m,anim,G,наратолог1G
наратологові,наратолог,1,m,anim,D,наратолог1D
наратологу,наратолог,1,m,anim,D,наратолог1D
наратолога,наратолог,1,m,anim,A,наратолог1A
наратологом,наратолог,1,m,anim,I,наратолог1I
наратологові,наратолог,1,m,anim,L,наратолог1L
наратологу,наратолог,1,m,anim,L,наратолог1L
наратологу,наратолог,1,m,anim,V,наратолог1V
наратологи,наратолог,2,m,anim,N,наратолог2N
наратологів,наратолог,2,m,anim,G,наратолог2G
наратологам,наратолог,2,m,anim,D,наратолог2D
наратологів,наратолог,2,m,anim,A,наратолог2A
наратологи,наратолог,2,m,anim,A,наратолог2A
наратологами,наратолог,2,m,anim,I,наратолог2I
наратологах,наратолог,2,m,anim,L,наратолог2L
наратологи,наратолог,2,m,anim,V,наратолог2V
енергостратегія,енергостратегія,1,f,inanim,N,енергостратегія1N
енергостратегії,енергостратегія,1,f,inanim,G,енергостратегія1G
енергостратегії,енергостратегія,1,f,inanim,D,енергостратегія1D
енергостратегію,енергостратегія,1,f,inanim,A,енергостратегія1A
енергостратегією,енергостратегія,1,f,inanim,I,енергостратегія1I
енергостратегії,енергостратегія,1,f,inanim,L,енергостратегія1L
енергостратегіє,енергостратегія,1,f,inanim,V,енергостратегія1V
корндог,корндог,1,m,inanim,N,корндог1N
корндога,корндог,1,m,inanim,G,корндог1G
корндогові,корндог,1,m,inanim,D,корндог1D
корндогу,корндог,1,m,inanim,D,корндог1D
корндог,корндог,1,m,inanim,A,корндог1A
корндогом,корндог,1,m,inanim,I,корндог1I
корндогові,корндог,1,m,inanim,L,корндог1L
корндогу,корндог,1,m,inanim,L,корндог1L
корндогу,корндог,1,m,inanim,V,корндог1V
корндоги,корндог,2,m,inanim,N,корндог2N
корндогів,корндог,2,m,inanim,G,корндог2G
корндогам,корндог,2,m,inanim,D,корндог2D
корндоги,корндог,2,m,inanim,A,корндог2A
корндогами,корндог,2,m,inanim,I,корндог2I
корндогах,корндог,2,m,inanim,L,корндог2L
корндоги,корндог,2,m,inanim,V,корндог2V
втягування,втягування,1,n,inanim,N,втягування1N
втягування,втягування,1,n,inanim,G,втягування1G
втягуванню,втягування,1,n,inanim,D,втягування1D
втягування,втягування,1,n,inanim,A,втягування1A
втягуванням,втягування,1,n,inanim,I,втягування1I
втягуванні,втягування,1,n,inanim,L,втягування1L
втягуванню,втягування,1,n,inanim,L,втягування1L
втягування,втягування,1,n,inanim,V,втягування1V
втягування,втягування,2,n,inanim,N,втягування2N
втягувань,втягування,2,n,inanim,G,втягування2G
втягуванням,втягування,2,n,inanim,D,втягування2D
втягування,втягування,2,n,inanim,A,втягування2A
втягуваннями,втягування,2,n,inanim,I,втягування2I
втягуваннях,втягування,2,n,inanim,L,втягування2L
втягування,втягування,2,n,inanim,V,втягування2V
ска-панк,ска-панк,1,m,inanim,N,ска-панк1N
ска-панку,ска-панк,1,m,inanim,G,ска-панк1G
ска-панкові,ска-панк,1,m,inanim,D,ска-панк1D
ска-панку,ска-панк,1,m,inanim,D,ска-панк1D
ска-панк,ска-панк,1,m,inanim,A,ска-панк1A
ска-панком,ска-панк,1,m,inanim,I,ска-панк1I
ска-панкові,ска-панк,1,m,inanim,L,ска-панк1L
ска-панку,ска-панк,1,m,inanim,L,ска-панк1L
ска-панку,ска-панк,1,m,inanim,V,ска-панк1V
офтальмоскопія,офтальмоскопія,1,f,inanim,N,офтальмоскопія1N
офтальмоскопії,офтальмоскопія,1,f,inanim,G,офтальмоскопія1G
офтальмоскопії,офтальмоскопія,1,f,inanim,D,офтальмоскопія1D
офтальмоскопію,офтальмоскопія,1,f,inanim,A,офтальмоскопія1A
офтальмоскопією,офтальмоскопія,1,f,inanim,I,офтальмоскопія1I
офтальмоскопії,офтальмоскопія,1,f,inanim,L,офтальмоскопія1L
офтальмоскопіє,офтальмоскопія,1,f,inanim,V,офтальмоскопія1V
офтальмоскопії,офтальмоскопія,2,f,inanim,N,офтальмоскопія2N
офтальмоскопій,офтальмоскопія,2,f,inanim,G,офтальмоскопія2G
офтальмоскопіям,офтальмоскопія,2,f,inanim,D,офтальмоскопія2D
офтальмоскопії,офтальмоскопія,2,f,inanim,A,офтальмоскопія2A
офтальмоскопіями,офтальмоскопія,2,f,inanim,I,офтальмоскопія2I
офтальмоскопіях,офтальмоскопія,2,f,inanim,L,офтальмоскопія2L
офтальмоскопії,офтальмоскопія,2,f,inanim,V,офтальмоскопія2V
донбасівець,донбасівець,1,m,anim,N,донбасівець1N
донбасівця,донбасівець,1,m,anim,G,донбасівець1G
донбасівцеві,донбасівець,1,m,anim,D,донбасівець1D
донбасівцю,донбасівець,1,m,anim,D,донбасівець1D
донбасівця,донбасівець,1,m,anim,A,донбасівець1A
донбасівцем,донбасівець,1,m,anim,I,донбасівець1I
донбасівцеві,донбасівець,1,m,anim,L,донбасівець1L
донбасівці,донбасівець,1,m,anim,L,донбасівець1L
донбасівцю,донбасівець,1,m,anim,L,донбасівець1L
донбасівцю,донбасівець,1,m,anim,V,донбасівець1V
донбасівці,донбасівець,2,m,anim,N,донбасівець2N
донбасівців,донбасівець,2,m,anim,G,донбасівець2G
донбасівцям,донбасівець,2,m,anim,D,донбасівець2D
донбасівців,донбасівець,2,m,anim,A,донбасівець2A
донбасівці,донбасівець,2,m,anim,A,донбасівець2A
донбасівцями,донбасівець,2,m,anim,I,донбасівець2I
донбасівцях,донбасівець,2,m,anim,L,донбасівець2L
донбасівці,донбасівець,2,m,anim,V,донбасівець2V
пасиння,пасиння,1,n,inanim,N,пасиння1N
пасиння,пасиння,1,n,inanim,G,пасиння1G
пасинню,пасиння,1,n,inanim,D,пасиння1D
пасиння,пасиння,1,n,inanim,A,пасиння1A
пасинням,пасиння,1,n,inanim,I,пасиння1I
пасинні,пасиння,1,n,inanim,L,пасиння1L
пасинню,пасиння,1,n,inanim,L,пасиння1L
пасиння,пасиння,1,n,inanim,V,пасиння1V
байраченько,байраченько,1,m,inanim,N,байраченько1N
байраченька,байраченько,1,m,inanim,G,байраченько1G
байраченькові,байраченько,1,m,inanim,D,байраченько1D
байраченьку,байраченько,1,m,inanim,D,байраченько1D
байраченько,байраченько,1,m,inanim,A,байраченько1A
байраченьком,байраченько,1,m,inanim,I,байраченько1I
байраченькові,байраченько,1,m,inanim,L,байраченько1L
байраченьку,байраченько,1,m,inanim,L,байраченько1L
байраченьку,байраченько,1,m,inanim,V,байраченько1V
байраченьки,байраченько,2,m,inanim,N,байраченько2N
байраченьків,байраченько,2,m,inanim,G,байраченько2G
байраченькам,байраченько,2,m,inanim,D,байраченько2D
байраченьки,байраченько,2,m,inanim,A,байраченько2A
байраченьками,байраченько,2,m,inanim,I,байраченько2I
байраченьках,байраченько,2,m,inanim,L,байраченько2L
байраченьки,байраченько,2,m,inanim,V,байраченько2V
рапана,рапана,1,f,anim,N,рапана1N
рапани,рапана,1,f,anim,G,рапана1G
рапані,рапана,1,f,anim,D,рапана1D
рапану,рапана,1,f,anim,A,рапана1A
рапаною,рапана,1,f,anim,I,рапана1I
рапані,рапана,1,f,anim,L,рапана1L
рапано,рапана,1,f,anim,V,рапана1V
рапани,рапана,2,f,anim,N,рапана2N
рапан,рапана,2,f,anim,G,рапана2G
рапанам,рапана,2,f,anim,D,рапана2D
рапан,рапана,2,f,anim,A,рапана2A
рапани,рапана,2,f,anim,A,рапана2A
рапанами,рапана,2,f,anim,I,рапана2I
рапанах,рапана,2,f,anim,L,рапана2L
рапани,рапана,2,f,anim,V,рапана2V
неув'язочка,неув'язочка,1,f,inanim,N,неув'язочка1N
неув'язочки,неув'язочка,1,f,inanim,G,неув'язочка1G
неув'язочці,неув'язочка,1,f,inanim,D,неув'язочка1D
неув'язочку,неув'язочка,1,f,inanim,A,неув'язочка1A
неув'язочкою,неув'язочка,1,f,inanim,I,неув'язочка1I
неув'язочці,неув'язочка,1,f,inanim,L,неув'язочка1L
неув'язочко,неув'язочка,1,f,inanim,V,неув'язочка1V
неув'язочки,неув'язочка,2,f,inanim,N,неув'язочка2N
неув'язочок,неув'язочка,2,f,inanim,G,неув'язочка2G
неув'язочкам,неув'язочка,2,f,inanim,D,неув'язочка2D
неув'язочки,неув'язочка,2,f,inanim,A,неув'язочка2A
неув'язочками,неув'язочка,2,f,inanim,I,неув'язочка2I
неув'язочках,неув'язочка,2,f,inanim,L,неув'язочка2L
неув'язочки,неув'язочка,2,f,inanim,V,неув'язочка2V
медстрахування,медстрахування,1,n,inanim,N,медстрахування1N
медстрахування,медстрахування,1,n,inanim,G,медстрахування1G
медстрахуванню,медстрахування,1,n,inanim,D,медстрахування1D
медстрахування,медстрахування,1,n,inanim,A,медстрахування1A
медстрахуванням,медстрахування,1,n,inanim,I,медстрахування1I
медстрахуванні,медстрахування,1,n,inanim,L,медстрахування1L
медстрахуванню,медстрахування,1,n,inanim,L,медстрахування1L
медстрахування,медстрахування,1,n,inanim,V,медстрахування1V
аврет-базар,аврет-базар,1,m,inanim,N,аврет-базар1N
аврет-базару,аврет-базар,1,m,inanim,G,аврет-базар1G
аврет-базарові,аврет-базар,1,m,inanim,D,аврет-базар1D
аврет-базару,аврет-базар,1,m,inanim,D,аврет-базар1D
аврет-базар,аврет-базар,1,m,inanim,A,аврет-базар1A
аврет-базаром,аврет-базар,1,m,inanim,I,аврет-базар1I
аврет-базарі,аврет-базар,1,m,inanim,L,аврет-базар1L
аврет-базарові,аврет-базар,1,m,inanim,L,аврет-базар1L
аврет-базару,аврет-базар,1,m,inanim,L,аврет-базар1L
аврет-базаре,аврет-базар,1,m,inanim,V,аврет-базар1V
аврет-базари,аврет-базар,2,m,inanim,N,аврет-базар2N
аврет-базарів,аврет-базар,2,m,inanim,G,аврет-базар2G
аврет-базарам,аврет-базар,2,m,inanim,D,аврет-базар2D
аврет-базари,аврет-базар,2,m,inanim,A,аврет-базар2A
аврет-базарами,аврет-базар,2,m,inanim,I,аврет-базар2I
аврет-базарах,аврет-базар,2,m,inanim,L,аврет-базар2L
аврет-базари,аврет-базар,2,m,inanim,V,аврет-базар2V
ваххабіт,ваххабіт,1,m,anim,N,ваххабіт1N
ваххабіта,ваххабіт,1,m,anim,G,ваххабіт1G
ваххабітові,ваххабіт,1,m,anim,D,ваххабіт1D
ваххабіту,ваххабіт,1,m,anim,D,ваххабіт1D
ваххабіта,ваххабіт,1,m,anim,A,ваххабіт1A
ваххабітом,ваххабіт,1,m,anim,I,ваххабіт1I
ваххабіті,ваххабіт,1,m,anim,L,ваххабіт1L
ваххабітові,ваххабіт,1,m,anim,L,ваххабіт1L
ваххабіту,ваххабіт,1,m,anim,L,ваххабіт1L
ваххабіте,ваххабіт,1,m,anim,V,ваххабіт1V
ваххабіти,ваххабіт,2,m,anim,N,ваххабіт2N
ваххабітів,ваххабіт,2,m,anim,G,ваххабіт2G
ваххабітам,ваххабіт,2,m,anim,D,ваххабіт2D
ваххабітів,ваххабіт,2,m,anim,A,ваххабіт2A
ваххабіти,ваххабіт,2,m,anim,A,ваххабіт2A
ваххабітами,ваххабіт,2,m,anim,I,ваххабіт2I
ваххабітах,ваххабіт,2,m,anim,L,ваххабіт2L
ваххабіти,ваххабіт,2,m,anim,V,ваххабіт2V
цілкість,цілкість,1,f,inanim,N,цілкість1N
цілкості,цілкість,1,f,inanim,G,цілкість1G
цілкости,цілкість,1,f,inanim,G,цілкість1G
цілкості,цілкість,1,f,inanim,D,цілкість1D
цілкість,цілкість,1,f,inanim,A,цілкість1A
цілкістю,цілкість,1,f,inanim,I,цілкість1I
цілкості,цілкість,1,f,inanim,L,цілкість1L
цілкосте,цілкість,1,f,inanim,V,цілкість1V
екофестиваль,екофестиваль,1,m,inanim,N,екофестиваль1N
екофестивалю,екофестиваль,1,m,inanim,G,екофестиваль1G
екофестивалеві,екофестиваль,1,m,inanim,D,екофестиваль1D
екофестивалю,екофестиваль,1,m,inanim,D,екофестиваль1D
екофестиваль,екофестиваль,1,m,inanim,A,екофестиваль1A
екофестивалем,екофестиваль,1,m,inanim,I,екофестиваль1I
екофестивалеві,екофестиваль,1,m,inanim,L,екофестиваль1L
екофестивалі,екофестиваль,1,m,inanim,L,екофестиваль1L
екофестивалю,екофестиваль,1,m,inanim,L,екофестиваль1L
екофестивалю,екофестиваль,1,m,inanim,V,екофестиваль1V
екофестивалі,екофестиваль,2,m,inanim,N,екофестиваль2N
екофестивалів,екофестиваль,2,m,inanim,G,екофестиваль2G
екофестивалям,екофестиваль,2,m,inanim,D,екофестиваль2D
екофестивалі,екофестиваль,2,m,inanim,A,екофестиваль2A
екофестивалями,екофестиваль,2,m,inanim,I,екофестиваль2I
екофестивалях,екофестиваль,2,m,inanim,L,екофестиваль2L
екофестивалі,екофестиваль,2,m,inanim,V,екофестиваль2V
кольорометрія,кольорометрія,1,f,inanim,N,кольорометрія1N
кольорометрії,кольорометрія,1,f,inanim,G,кольорометрія1G
кольорометрії,кольорометрія,1,f,inanim,D,кольорометрія1D
кольорометрію,кольорометрія,1,f,inanim,A,кольорометрія1A
кольорометрією,кольорометрія,1,f,inanim,I,кольорометрія1I
кольорометрії,кольорометрія,1,f,inanim,L,кольорометрія1L
кольорометріє,кольорометрія,1,f,inanim,V,кольорометрія1V
стимул-реакція,стимул-реакція,1,f,inanim,N,стимул-реакція1N
стимул-реакції,стимул-реакція,1,f,inanim,G,стимул-реакція1G
стимул-реакції,стимул-реакція,1,f,inanim,D,стимул-реакція1D
стимул-реакцію,стимул-реакція,1,f,inanim,A,стимул-реакція1A
стимул-реакцією,стимул-реакція,1,f,inanim,I,стимул-реакція1I
стимул-реакції,стимул-реакція,1,f,inanim,L,стимул-реакція1L
стимул-реакціє,стимул-реакція,1,f,inanim,V,стимул-реакція1V
стимул-реакції,стимул-реакція,2,f,inanim,N,стимул-реакція2N
стимул-реакцій,стимул-реакція,2,f,inanim,G,стимул-реакція2G
стимул-реакціям,стимул-реакція,2,f,inanim,D,стимул-реакція2D
стимул-реакції,стимул-реакція,2,f,inanim,A,стимул-реакція2A
стимул-реакціями,стимул-реакція,2,f,inanim,I,стимул-реакція2I
стимул-реакціях,стимул-реакція,2,f,inanim,L,стимул-реакція2L
стимул-реакції,стимул-реакція,2,f,inanim,V,стимул-реакція2V
продавлювання,продавлювання,1,n,inanim,N,продавлювання1N
продавлювання,продавлювання,1,n,inanim,G,продавлювання1G
продавлюванню,продавлювання,1,n,inanim,D,продавлювання1D
продавлювання,продавлювання,1,n,inanim,A,продавлювання1A
продавлюванням,продавлювання,1,n,inanim,I,продавлювання1I
продавлюванні,продавлювання,1,n,inanim,L,продавлювання1L
продавлюванню,продавлювання,1,n,inanim,L,продавлювання1L
продавлювання,продавлювання,1,n,inanim,V,продавлювання1V
бомбардирка,бомбардирка,1,f,anim,N,бомбардирка1N
бомбардирки,бомбардирка,1,f,anim,G,бомбардирка1G
бомбардирці,бомбардирка,1,f,anim,D,бомбардирка1D
бомбардирку,бомбардирка,1,f,anim,A,бомбардирка1A
бомбардиркою,бомбардирка,1,f,anim,I,бомбардирка1I
бомбардирці,бомбардирка,1,f,anim,L,бомбардирка1L
бомбардирко,бомбардирка,1,f,anim,V,бомбардирка1V
бомбардирки,бомбардирка,2,f,anim,N,бомбардирка2N
бомбардирок,бомбардирка,2,f,anim,G,бомбардирка2G
бомбардиркам,бомбардирка,2,f,anim,D,бомбардирка2D
бомбардирок,бомбардирка,2,f,anim,A,бомбардирка2A
бомбардирки,бомбардирка,2,f,anim,A,бомбардирка2A
бомбардирками,бомбардирка,2,f,anim,I,бомбардирка2I
бомбардирках,бомбардирка,2,f,anim,L,бомбардирка2L
бомбардирки,бомбардирка,2,f,anim,V,бомбардирка2V
сіроманець,сіроманець,1,m,anim,N,сіроманець1N
сіроманця,сіроманець,1,m,anim,G,сіроманець1G
сіроманцеві,сіроманець,1,m,anim,D,сіроманець1D
сіроманцю,сіроманець,1,m,anim,D,сіроманець1D
сіроманця,сіроманець,1,m,anim,A,сіроманець1A
сіроманцем,сіроманець,1,m,anim,I,сіроманець1I
сіроманцеві,сіроманець,1,m,anim,L,сіроманець1L
сіроманці,сіроманець,1,m,anim,L,сіроманець1L
сіроманцю,сіроманець,1,m,anim,L,сіроманець1L
сіроманцю,сіроманець,1,m,anim,V,сіроманець1V
сіроманці,сіроманець,2,m,anim,N,сіроманець2N
сіроманців,сіроманець,2,m,anim,G,сіроманець2G
сіроманцям,сіроманець,2,m,anim,D,сіроманець2D
сіроманці,сіроманець,2,m,anim,A,сіроманець2A
сіроманців,сіроманець,2,m,anim,A,сіроманець2A
сіроманцями,сіроманець,2,m,anim,I,сіроманець2I
сіроманцях,сіроманець,2,m,anim,L,сіроманець2L
сіроманці,сіроманець,2,m,anim,V,сіроманець2V
хуторок,хуторок,1,m,inanim,N,хуторок1N
хуторка,хуторок,1,m,inanim,G,хуторок1G
хуторкові,хуторок,1,m,inanim,D,хуторок1D
хуторку,хуторок,1,m,inanim,D,хуторок1D
хуторок,хуторок,1,m,inanim,A,хуторок1A
хуторком,хуторок,1,m,inanim,I,хуторок1I
хуторкові,хуторок,1,m,inanim,L,хуторок1L
хуторку,хуторок,1,m,inanim,L,хуторок1L
хуторку,хуторок,1,m,inanim,V,хуторок1V
хуторки,хуторок,2,m,inanim,N,хуторок2N
хуторків,хуторок,2,m,inanim,G,хуторок2G
хуторкам,хуторок,2,m,inanim,D,хуторок2D
хуторки,хуторок,2,m,inanim,A,хуторок2A
хуторками,хуторок,2,m,inanim,I,хуторок2I
